Date,Station Id,Station Name,Elevation (ft),Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Depth (in) Start of Month Values,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF)
Mar-99,795,Strawberry Divide,8123,13.6,13.1,,,,
Apr-99,795,Strawberry Divide,8123,15,11.5,,,,
May-99,795,Strawberry Divide,8123,19.2,7.6,,,,
Jun-99,795,Strawberry Divide,8123,22.7,0,,,,
Jul-99,795,Strawberry Divide,8123,23.6,0,,,,
Aug-99,795,Strawberry Divide,8123,25.2,0,,,,
Sep-99,795,Strawberry Divide,8123,27.2,0,,,,
Oct-99,795,Strawberry Divide,8123,0,0,,,,
Nov-99,795,Strawberry Divide,8123,0.5,0,,,,
Dec-99,795,Strawberry Divide,8123,0.8,0.1,,,,
Jan-00,795,Strawberry Divide,8123,2.8,2,,,,
Feb-00,795,Strawberry Divide,8123,8,7.1,,,,
Mar-00,795,Strawberry Divide,8123,13.4,13.6,,,,
Apr-00,795,Strawberry Divide,8123,16.7,17.2,,,,
May-00,795,Strawberry Divide,8123,18.1,1.5,,,,
Jun-00,795,Strawberry Divide,8123,19.2,0,,,,
Jul-00,795,Strawberry Divide,8123,20.4,0,,,,
Aug-00,795,Strawberry Divide,8123,20.4,0,,,,
Sep-00,795,Strawberry Divide,8123,23.5,0,,,,
Oct-00,795,Strawberry Divide,8123,0,0,,,,
Nov-00,795,Strawberry Divide,8123,2.9,0.8,,,,
Dec-00,795,Strawberry Divide,8123,5.3,2.5,,,,
Jan-01,795,Strawberry Divide,8123,8.4,5.6,,,,
Feb-01,795,Strawberry Divide,8123,10.3,7.7,,,,
Mar-01,795,Strawberry Divide,8123,12.4,10.5,,,,
Apr-01,795,Strawberry Divide,8123,14,8.5,,,,
May-01,795,Strawberry Divide,8123,16.9,0.1,,,,
Jun-01,795,Strawberry Divide,8123,18,0,,,,
Jul-01,795,Strawberry Divide,8123,18.4,0,,,,
Aug-01,795,Strawberry Divide,8123,20,0,,,,
Sep-01,795,Strawberry Divide,8123,21.5,0,,,,
Oct-01,795,Strawberry Divide,8123,0,0,,,,
Nov-01,795,Strawberry Divide,8123,2.2,0,,,,
Dec-01,795,Strawberry Divide,8123,7.2,4.6,,,,
Jan-02,795,Strawberry Divide,8123,10.7,8.1,,,,
Feb-02,795,Strawberry Divide,8123,11.6,8.5,,,,
Mar-02,795,Strawberry Divide,8123,13.3,10.7,,,,
Apr-02,795,Strawberry Divide,8123,15.8,12.9,,,,
May-02,795,Strawberry Divide,8123,17.2,0,,,,
Jun-02,795,Strawberry Divide,8123,18.1,0,,,,
Jul-02,795,Strawberry Divide,8123,18.2,0,,,,
Aug-02,795,Strawberry Divide,8123,18.6,0,,,,
Sep-02,795,Strawberry Divide,8123,18.9,0,,,,
Oct-02,795,Strawberry Divide,8123,0,0,,,,
Nov-02,795,Strawberry Divide,8123,2.2,0.3,,,,
Dec-02,795,Strawberry Divide,8123,4.9,3.2,,,,
Jan-03,795,Strawberry Divide,8123,7.4,5.8,,,,
Feb-03,795,Strawberry Divide,8123,7.9,6.8,,,,
Mar-03,795,Strawberry Divide,8123,10.1,8.8,,,,
Apr-03,795,Strawberry Divide,8123,12.3,10.3,,,,
May-03,795,Strawberry Divide,8123,13.5,0,,,,
Jun-03,795,Strawberry Divide,8123,16,0,0,54,77,35
Jul-03,795,Strawberry Divide,8123,17.1,0,0,67,84,46
Aug-03,795,Strawberry Divide,8123,17.3,0,0,61,83,44
Sep-03,795,Strawberry Divide,8123,19.7,0,0,53,74,28
Oct-03,795,Strawberry Divide,8123,0,0,0,48,71,20
Nov-03,795,Strawberry Divide,8123,0.8,0.7,8,28,50,1
Dec-03,795,Strawberry Divide,8123,5.3,4.3,20,25,46,6
Jan-04,795,Strawberry Divide,8123,10.1,9.5,45,23,46,1
Feb-04,795,Strawberry Divide,8123,12,11.4,43,23,45,0
Mar-04,795,Strawberry Divide,8123,15.9,16.5,60,38,67,10
Apr-04,795,Strawberry Divide,8123,16.8,10.5,28,40,60,21
May-04,795,Strawberry Divide,8123,18.7,0,0,48,69,29
Jun-04,795,Strawberry Divide,8123,19.1,0,0,55,74,33
Jul-04,795,Strawberry Divide,8123,21.4,0,0,61,79,45
Aug-04,795,Strawberry Divide,8123,22.4,0,0,58,79,35
Sep-04,795,Strawberry Divide,8123,23.5,0,0,51,76,30
Oct-04,795,Strawberry Divide,8123,0,0,0,41,65,19
Nov-04,795,Strawberry Divide,8123,6.6,3,17,30,58,5
Dec-04,795,Strawberry Divide,8123,8.6,3.8,22,27,51,3
Jan-05,795,Strawberry Divide,8123,12.6,8.5,48,29,53,7
Feb-05,795,Strawberry Divide,8123,17.3,14.1,45,27,42,11
Mar-05,795,Strawberry Divide,8123,20.9,18.6,57,31,51,10
Apr-05,795,Strawberry Divide,8123,23.4,22.2,56,38,60,18
May-05,795,Strawberry Divide,8123,25.5,12.3,29,47,72,29
Jun-05,795,Strawberry Divide,8123,28.7,0,0,51,76,30
Jul-05,795,Strawberry Divide,8123,30.6,0,0,63,84,44
Aug-05,795,Strawberry Divide,8123,31.8,0,0,58,78,36
Sep-05,795,Strawberry Divide,8123,32.6,0,0,51,74,34
Oct-05,795,Strawberry Divide,8123,0,0,0,43,66,25
Nov-05,795,Strawberry Divide,8123,2,0,0,33,57,9
Dec-05,795,Strawberry Divide,8123,4.6,1.6,14,25,51,-8
Jan-06,795,Strawberry Divide,8123,10.2,7.4,43,25,51,7
Feb-06,795,Strawberry Divide,8123,15.4,14.1,53,25,49,1
Mar-06,795,Strawberry Divide,8123,18.2,18.2,53,28,49,7
Apr-06,795,Strawberry Divide,8123,22.5,23.7,57,41,62,16
May-06,795,Strawberry Divide,8123,25.3,14.5,30,50,73,28
Jun-06,795,Strawberry Divide,8123,25.7,0,0,58,77,39
Jul-06,795,Strawberry Divide,8123,27.4,0,0,64,85,47
Aug-06,795,Strawberry Divide,8123,28.2,0,0,59,78,40
Sep-06,795,Strawberry Divide,8123,29.5,0,0,49,76,28
Oct-06,795,Strawberry Divide,8123,0,0,0,40,67,24
Nov-06,795,Strawberry Divide,8123,3.4,0,0,32,58,1
Dec-06,795,Strawberry Divide,8123,6.6,2.7,19,26,49,5
Jan-07,795,Strawberry Divide,8123,8.5,5.1,25,21,46,-7
Feb-07,795,Strawberry Divide,8123,9.3,5.9,28,28,54,4
Mar-07,795,Strawberry Divide,8123,13.3,10.5,48,36,62,-2
Apr-07,795,Strawberry Divide,8123,15.1,8.6,25,41,69,19
May-07,795,Strawberry Divide,8123,16.5,0,0,49,71,26
Jun-07,795,Strawberry Divide,8123,17.7,0,0,59,78,31
Jul-07,795,Strawberry Divide,8123,18.6,0,0,65,83,51
Aug-07,795,Strawberry Divide,8123,19.3,0,0,62,80,47
Sep-07,795,Strawberry Divide,8123,20.8,0,0,52,77,24
Oct-07,795,Strawberry Divide,8123,0,0,0,42,64,22
Nov-07,795,Strawberry Divide,8123,3.1,0,0,37,57,13
Dec-07,795,Strawberry Divide,8123,4.5,1.1,10,20,50,0
Jan-08,795,Strawberry Divide,8123,8.5,5.6,33,18,40,-6
Feb-08,795,Strawberry Divide,8123,14,11,55,24,46,5
Mar-08,795,Strawberry Divide,8123,18.9,16,57,29,51,6
Apr-08,795,Strawberry Divide,8123,21.2,19,59,34,60,3
May-08,795,Strawberry Divide,8123,22.2,14.3,33,44,74,18
Jun-08,795,Strawberry Divide,8123,23.4,0,0,55,78,33
Jul-08,795,Strawberry Divide,8123,24,0,0,63,80,47
Aug-08,795,Strawberry Divide,8123,24.5,0,0,61,81,41
Sep-08,795,Strawberry Divide,8123,26,0,0,52,71,32
Oct-08,795,Strawberry Divide,8123,0,0,0,43,72,19
Nov-08,795,Strawberry Divide,8123,1.3,0,0,35,59,16
Dec-08,795,Strawberry Divide,8123,3.9,0.5,2,23,46,2
Jan-09,795,Strawberry Divide,8123,8.5,5,25,27,53,-10
Feb-09,795,Strawberry Divide,8123,12.7,8.7,36,27,48,2
Mar-09,795,Strawberry Divide,8123,15.8,11.5,44,31,55,8
Apr-09,795,Strawberry Divide,8123,18.9,14.1,48,37,61,14
May-09,795,Strawberry Divide,8123,22.8,6.7,23,49,73,30
Jun-09,795,Strawberry Divide,8123,25.4,0,0,51,76,36
Jul-09,795,Strawberry Divide,8123,28.2,0,0,62,83,47
Aug-09,795,Strawberry Divide,8123,28.3,0,0,59,83,36
Sep-09,795,Strawberry Divide,8123,29,0,0,54,74,25
Oct-09,795,Strawberry Divide,8123,0,0,0,38,65,18
Nov-09,795,Strawberry Divide,8123,2,0.2,1,35,60,14
Dec-09,795,Strawberry Divide,8123,2.8,0.8,7,19,44,0
Jan-10,795,Strawberry Divide,8123,6.4,4.3,28,26,45,4
Feb-10,795,Strawberry Divide,8123,9.1,7.2,39,25,40,3
Mar-10,795,Strawberry Divide,8123,10.5,8.7,39,31,54,11
Apr-10,795,Strawberry Divide,8123,12.3,10,37,36,61,17
May-10,795,Strawberry Divide,8123,16.3,7.3,23,41,64,21
Jun-10,795,Strawberry Divide,8123,18.4,0,0,55,77,32
Jul-10,795,Strawberry Divide,8123,19.9,0,0,62,82,40
Aug-10,795,Strawberry Divide,8123,21.8,0,0,59,79,40
Sep-10,795,Strawberry Divide,8123,25.8,0,0,55,76,32
Oct-10,795,Strawberry Divide,8123,0,0,0,43,75,21
Nov-10,795,Strawberry Divide,8123,4.9,0.8,6,28,59,-5
Dec-10,795,Strawberry Divide,8123,9.1,4.2,26,27,48,-4
Jan-11,795,Strawberry Divide,8123,19.4,14.7,62,24,47,-6
Feb-11,795,Strawberry Divide,8123,21.3,16.1,48,23,47,-18
Mar-11,795,Strawberry Divide,8123,24.4,20.4,63,31,49,11
Apr-11,795,Strawberry Divide,8123,27.4,24.7,60,34,60,14
May-11,795,Strawberry Divide,8123,32.6,25.2,54,41,64,16
Jun-11,795,Strawberry Divide,8123,36,2.6,7,54,76,31
Jul-11,795,Strawberry Divide,8123,36.8,0,0,60,80,44
Aug-11,795,Strawberry Divide,8123,39.1,0,0,61,80,47
Sep-11,795,Strawberry Divide,8123,39.7,0,0,54,72,39
Oct-11,795,Strawberry Divide,8123,0,0,0,43,67,24
Nov-11,795,Strawberry Divide,8123,3,0,0,31,47,16
Dec-11,795,Strawberry Divide,8123,5.5,2.7,11,25,46,2
Jan-12,795,Strawberry Divide,8123,6.5,2.9,17,28,50,-2
Feb-12,795,Strawberry Divide,8123,8.9,5.1,28,25,41,9
Mar-12,795,Strawberry Divide,8123,11.5,8,40,36,61,11
Apr-12,795,Strawberry Divide,8123,12.7,5.9,18,42,70,15
May-12,795,Strawberry Divide,8123,13.8,0.1,1,49,73,30
Jun-12,795,Strawberry Divide,8123,14,0,0,59,80,30
Jul-12,795,Strawberry Divide,8123,14,0,0,61,83,47
Aug-12,795,Strawberry Divide,8123,16.8,0,0,63,82,47
Sep-12,795,Strawberry Divide,8123,18.1,0,0,55,73,38
Oct-12,795,Strawberry Divide,8123,0,0,0,44,66,17
Nov-12,795,Strawberry Divide,8123,1.1,0,0,37,57,10
Dec-12,795,Strawberry Divide,8123,3.6,2,8,23,45,2
Jan-13,795,Strawberry Divide,8123,8.1,6.9,32,22,49,-15
Feb-13,795,Strawberry Divide,8123,10.5,10,38,23,46,6
Mar-13,795,Strawberry Divide,8123,11.7,11.4,39,33,58,3
Apr-13,795,Strawberry Divide,8123,12.5,9.5,26,36,59,11
May-13,795,Strawberry Divide,8123,14.6,2.1,6,47,72,24
Jun-13,795,Strawberry Divide,8123,15.1,0,0,59,83,34
Jul-13,795,Strawberry Divide,8123,15.1,0,0,63,84,48
Aug-13,795,Strawberry Divide,8123,16.8,0,0,60,79,45
Sep-13,795,Strawberry Divide,8123,17.9,0,0,51,75,28
Oct-13,795,Strawberry Divide,8123,0,0,0,40,64,25
Nov-13,795,Strawberry Divide,8123,2.7,0.5,4,33,55,16
Dec-13,795,Strawberry Divide,8123,4.1,1.2,8,23,48,-8
Jan-14,795,Strawberry Divide,8123,6,3.3,18,28,44,7
Feb-14,795,Strawberry Divide,8123,8.7,6.5,32,29,49,-1
Mar-14,795,Strawberry Divide,8123,14.1,12,50,33,54,12
Apr-14,795,Strawberry Divide,8123,16.4,14.3,47,39,60,18
May-14,795,Strawberry Divide,8123,18.2,7.2,19,49,72,23
Jun-14,795,Strawberry Divide,8123,19.6,0,0,55,74,30
Jul-14,795,Strawberry Divide,8123,20.1,0,0,64,82,43
Aug-14,795,Strawberry Divide,8123,22.2,0,0,56,76,38
Sep-14,795,Strawberry Divide,8123,26.7,0,0,54,76,33
Oct-14,795,Strawberry Divide,8123,0,0,0,46,65,26
Nov-14,795,Strawberry Divide,8123,0.3,0,0,32,58,4
Dec-14,795,Strawberry Divide,8123,2.9,2.3,12,26,49,-9
Jan-15,795,Strawberry Divide,8123,6.8,7.2,35,30,54,6
Feb-15,795,Strawberry Divide,8123,8.2,9.1,31,33,55,7
Mar-15,795,Strawberry Divide,8123,8.6,9.5,31,39,60,11
Apr-15,795,Strawberry Divide,8123,10.3,4.9,12,40,63,18
May-15,795,Strawberry Divide,8123,11.7,0,0,45,72,30
Jun-15,795,Strawberry Divide,8123,14.5,0,0,60,83,39
Jul-15,795,Strawberry Divide,8123,15,0,0,59,80,42
Aug-15,795,Strawberry Divide,8123,16.4,0,0,61,79,43
Sep-15,795,Strawberry Divide,8123,17.6,0,0,57,76,39
Oct-15,795,Strawberry Divide,8123,0,0,0,47,73,30
Nov-15,795,Strawberry Divide,8123,0.9,0,0,29,56,9
Dec-15,795,Strawberry Divide,8123,2.6,1.3,14,22,47,-4
Jan-16,795,Strawberry Divide,8123,7.6,6.5,32,24,45,2
Feb-16,795,Strawberry Divide,8123,10.7,9.7,39,31,54,6
Mar-16,795,Strawberry Divide,8123,11.9,11.4,33,34,56,18
Apr-16,795,Strawberry Divide,8123,13.9,12.3,31,40,64,23
May-16,795,Strawberry Divide,8123,16.4,1.7,5,46,69,29
Jun-16,795,Strawberry Divide,8123,18.6,0,0,61,82,38
Jul-16,795,Strawberry Divide,8123,19.2,0,0,63,83,39
Aug-16,795,Strawberry Divide,8123,19.4,0,0,61,81,43
Sep-16,795,Strawberry Divide,8123,19.9,0,0,52,72,33
Oct-16,795,Strawberry Divide,8123,0,0,0,46,64,26
Nov-16,795,Strawberry Divide,8123,1.7,0,0,36,62,12
Dec-16,795,Strawberry Divide,8123,3.8,2,14,24,45,-1
Jan-17,795,Strawberry Divide,8123,9.4,7.5,27,23,46,-7
Feb-17,795,Strawberry Divide,8123,19.7,19.4,59,30,53,0
Mar-17,795,Strawberry Divide,8123,25.2,23.7,68,38,62,10
Apr-17,795,Strawberry Divide,8123,27.6,23.2,50,37,59,16
May-17,795,Strawberry Divide,8123,29.4,13,27,47,72,22
Jun-17,795,Strawberry Divide,8123,30.1,0,0,59,79,33
Jul-17,795,Strawberry Divide,8123,30.5,0,0,64,83,43
Aug-17,795,Strawberry Divide,8123,30.9,0,0,61,82,42
Sep-17,795,Strawberry Divide,8123,31.3,0,0,51,81,28
Oct-17,795,Strawberry Divide,8123,0,0,0,41,63,23
Nov-17,795,Strawberry Divide,8123,0.6,0,0,38,55,16
Dec-17,795,Strawberry Divide,8123,2.3,0,0,31,55,10
Jan-18,795,Strawberry Divide,8123,4.2,1.8,11,30,51,10
Feb-18,795,Strawberry Divide,8123,6.2,4,12,25,44,-6
Mar-18,795,Strawberry Divide,8123,7.9,6.1,26,32,53,6
Nov-13,1249,Sunflower Flat,10018,0.8,0.8,5,32,48,12
Dec-13,1249,Sunflower Flat,10018,4.1,4.1,25,25,49,-9
Jan-14,1249,Sunflower Flat,10018,6.2,6.4,25,30,44,6
Feb-14,1249,Sunflower Flat,10018,6.7,6.5,24,28,49,2
Mar-14,1249,Sunflower Flat,10018,8.5,7.9,27,30,49,9
Apr-14,1249,Sunflower Flat,10018,9.3,9.3,29,35,55,14
May-14,1249,Sunflower Flat,10018,10.8,5.7,16,44,66,19
Jun-14,1249,Sunflower Flat,10018,12.4,0,0,55,76,34
Jul-14,1249,Sunflower Flat,10018,12.5,0,0,60,76,43
Aug-14,1249,Sunflower Flat,10018,15.1,0,0,54,71,39
Sep-14,1249,Sunflower Flat,10018,17.9,0,0,51,68,31
Oct-14,1249,Sunflower Flat,10018,0,0,0,44,59,28
Nov-14,1249,Sunflower Flat,10018,0.1,0,0,33,53,10
Dec-14,1249,Sunflower Flat,10018,0.6,1,3,25,45,-1
Jan-15,1249,Sunflower Flat,10018,2.5,3.8,21,30,50,9
Feb-15,1249,Sunflower Flat,10018,4.1,7,27,31,52,12
Mar-15,1249,Sunflower Flat,10018,5.5,8.7,33,36,56,9
Apr-15,1249,Sunflower Flat,10018,7.9,10.4,25,35,59,11
May-15,1249,Sunflower Flat,10018,9.1,6.2,13,40,65,22
Jun-15,1249,Sunflower Flat,10018,13.5,0,0,57,75,36
Jul-15,1249,Sunflower Flat,10018,16.1,0,0,56,71,42
Aug-15,1249,Sunflower Flat,10018,18.5,0,0,56,72,40
Sep-15,1249,Sunflower Flat,10018,23,0,0,53,70,39
Oct-15,1249,Sunflower Flat,10018,0,0,0,43,61,27
Nov-15,1249,Sunflower Flat,10018,4.6,0,0,27,52,6
Dec-15,1249,Sunflower Flat,10018,6.3,2.8,14,23,47,0
Jan-16,1249,Sunflower Flat,10018,8.4,5.5,17,25,45,0
Feb-16,1249,Sunflower Flat,10018,11.5,8.6,33,31,52,-2
Mar-16,1249,Sunflower Flat,10018,12.3,9.6,30,32,49,12
Apr-16,1249,Sunflower Flat,10018,13.3,10.1,29,35,56,18
May-16,1249,Sunflower Flat,10018,16.8,11,30,41,61,23
Jun-16,1249,Sunflower Flat,10018,18.5,0.2,1,59,77,41
Jul-16,1249,Sunflower Flat,10018,19.3,0,0,59,76,43
Aug-16,1249,Sunflower Flat,10018,22.7,0,0,55,71,40
Sep-16,1249,Sunflower Flat,10018,24.2,0,0,49,67,29
Oct-16,1249,Sunflower Flat,10018,0,0,0,42,55,26
Nov-16,1249,Sunflower Flat,10018,1,0,0,33,55,6
Dec-16,1249,Sunflower Flat,10018,2.2,1.4,6,26,45,-2
Jan-17,1249,Sunflower Flat,10018,5.5,6,22,23,44,0
Feb-17,1249,Sunflower Flat,10018,11.7,13.1,44,28,46,1
Mar-17,1249,Sunflower Flat,10018,14.5,16.9,53,35,56,4
Apr-17,1249,Sunflower Flat,10018,16.5,18.4,51,35,52,14
May-17,1249,Sunflower Flat,10018,17.7,14.5,30,44,64,20
Jun-17,1249,Sunflower Flat,10018,18.6,0,0,58,76,33
Jul-17,1249,Sunflower Flat,10018,18.6,0,0,60,78,47
Aug-17,1249,Sunflower Flat,10018,21,0,0,57,73,46
Sep-17,1249,Sunflower Flat,10018,23,0,0,48,74,24
Oct-17,1249,Sunflower Flat,10018,0,0,0,42,57,19
Nov-17,1249,Sunflower Flat,10018,0.2,0,0,38,57,14
Dec-17,1249,Sunflower Flat,10018,0.3,0,0,32,49,9
Jan-18,1249,Sunflower Flat,10018,0.8,0.6,2,31,50,7
Feb-18,1249,Sunflower Flat,10018,2.6,3.1,10,24,46,-2
Mar-18,1249,Sunflower Flat,10018,4.2,4.7,19,28,47,6
Sep-13,1248,Suu Ranch,8050,1,0,0,52,74,26
Oct-13,1248,Suu Ranch,8050,0,0,0,39,64,19
Nov-13,1248,Suu Ranch,8050,1.9,0.7,4,34,59,14
Dec-13,1248,Suu Ranch,8050,3,1.3,6,24,57,-10
Jan-14,1248,Suu Ranch,8050,4.8,3,14,30,54,13
Feb-14,1248,Suu Ranch,8050,5.4,3.8,18,32,56,-2
Mar-14,1248,Suu Ranch,8050,7.6,5.4,16,35,58,12
Apr-14,1248,Suu Ranch,8050,8.7,0.8,2,40,64,17
May-14,1248,Suu Ranch,8050,9.9,0,0,48,74,22
Jun-14,1248,Suu Ranch,8050,12,0,0,57,79,32
Jul-14,1248,Suu Ranch,8050,12,0,0,62,84,44
Aug-14,1248,Suu Ranch,8050,13.1,0,0,57,78,40
Sep-14,1248,Suu Ranch,8050,15.5,0,0,54,75,34
Oct-14,1248,Suu Ranch,8050,0,0,0,46,67,25
Nov-14,1248,Suu Ranch,8050,0.1,0,0,34,60,10
Dec-14,1248,Suu Ranch,8050,1.7,0.4,2,28,52,-2
Jan-15,1248,Suu Ranch,8050,3.9,2.4,13,31,60,1
Feb-15,1248,Suu Ranch,8050,5.2,3.8,14,34,60,11
Mar-15,1248,Suu Ranch,8050,7.5,5.9,32,38,64,5
Apr-15,1248,Suu Ranch,8050,9.9,1.3,3,39,64,17
May-15,1248,Suu Ranch,8050,11.7,0,0,45,73,28
Jun-15,1248,Suu Ranch,8050,16.3,0,0,59,85,35
Jul-15,1248,Suu Ranch,8050,17,0,0,58,80,40
Aug-15,1248,Suu Ranch,8050,18.5,0,0,60,81,42
Sep-15,1248,Suu Ranch,8050,19.7,0,0,55,77,34
Oct-15,1248,Suu Ranch,8050,0,0,0,46,71,29
Nov-15,1248,Suu Ranch,8050,4,0,0,29,61,0
Dec-15,1248,Suu Ranch,8050,6.6,2.1,12,25,55,-6
Jan-16,1248,Suu Ranch,8050,9.9,5.2,25,27,53,0
Feb-16,1248,Suu Ranch,8050,14.4,9,44,31,61,-6
Mar-16,1248,Suu Ranch,8050,15.4,9.3,29,36,58,11
Apr-16,1248,Suu Ranch,8050,18.4,8.1,23,39,64,20
May-16,1248,Suu Ranch,8050,22.5,0,0,46,69,28
Jun-16,1248,Suu Ranch,8050,23.5,0,0,61,85,37
Jul-16,1248,Suu Ranch,8050,23.8,0,0,63,85,39
Aug-16,1248,Suu Ranch,8050,24.7,0,0,58,80,40
Sep-16,1248,Suu Ranch,8050,26.5,0,0,52,75,31
Oct-16,1248,Suu Ranch,8050,0,0,0,47,65,25
Nov-16,1248,Suu Ranch,8050,0.6,0,0,36,65,4
Dec-16,1248,Suu Ranch,8050,3.2,1.8,9,27,55,-4
Jan-17,1248,Suu Ranch,8050,8.1,6.1,26,26,54,-7
Feb-17,1248,Suu Ranch,8050,13.8,11.1,41,32,57,2
Mar-17,1248,Suu Ranch,8050,16.9,12.8,40,38,64,4
Apr-17,1248,Suu Ranch,8050,19.2,7.3,20,40,61,20
May-17,1248,Suu Ranch,8050,20.6,0,0,47,73,19
Jun-17,1248,Suu Ranch,8050,22.8,0,0,59,84,30
Jul-17,1248,Suu Ranch,8050,22.8,0,0,61,86,44
Aug-17,1248,Suu Ranch,8050,27,0,0,58,80,40
Sep-17,1248,Suu Ranch,8050,29.2,0,0,50,81,26
Oct-17,1248,Suu Ranch,8050,0,0,0,43,67,20
Nov-17,1248,Suu Ranch,8050,0.2,0,0,40,64,11
Dec-17,1248,Suu Ranch,8050,1,0,0,30,58,5
Jan-18,1248,Suu Ranch,8050,1.6,0.4,2,31,57,2
Feb-18,1248,Suu Ranch,8050,5.2,3.1,13,28,54,-8
Mar-18,1248,Suu Ranch,8050,7.5,5.3,23,33,55,1
Sep-13,1247,Takka Wiiya,9122,1.2,0,0,48,67,25
Oct-13,1247,Takka Wiiya,9122,0,0,0,36,61,19
Nov-13,1247,Takka Wiiya,9122,1.8,1.2,4,32,54,12
Dec-13,1247,Takka Wiiya,9122,3.1,2.6,9,22,49,-10
Jan-14,1247,Takka Wiiya,9122,5.4,5.1,21,28,47,9
Feb-14,1247,Takka Wiiya,9122,7.5,7.6,42,28,49,2
Mar-14,1247,Takka Wiiya,9122,9.6,9.9,38,31,53,10
Apr-14,1247,Takka Wiiya,9122,11,11.1,32,36,61,13
May-14,1247,Takka Wiiya,9122,12.5,2.8,8,45,71,22
Jun-14,1247,Takka Wiiya,9122,15.9,0,0,53,73,27
Jul-14,1247,Takka Wiiya,9122,16.3,0,0,61,79,44
Aug-14,1247,Takka Wiiya,9122,18.5,0,0,54,72,38
Sep-14,1247,Takka Wiiya,9122,21.3,0,0,53,71,32
Oct-14,1247,Takka Wiiya,9122,0,0,0,44,62,23
Nov-14,1247,Takka Wiiya,9122,0.3,0,0,32,57,2
Dec-14,1247,Takka Wiiya,9122,1.5,1.3,5,25,46,-11
Jan-15,1247,Takka Wiiya,9122,3.8,4.2,22,29,52,1
Feb-15,1247,Takka Wiiya,9122,5.4,5.9,26,32,54,3
Mar-15,1247,Takka Wiiya,9122,6.4,6.8,31,36,59,8
Apr-15,1247,Takka Wiiya,9122,7.3,2.5,6,36,61,13
May-15,1247,Takka Wiiya,9122,9.2,0,0,41,69,29
Jun-15,1247,Takka Wiiya,9122,15.6,0,0,58,80,37
Jul-15,1247,Takka Wiiya,9122,15.9,0,0,56,75,38
Aug-15,1247,Takka Wiiya,9122,17.3,0,0,59,76,40
Sep-15,1247,Takka Wiiya,9122,18.2,0,0,54,72,32
Oct-15,1247,Takka Wiiya,9122,0,0,0,43,67,25
Nov-15,1247,Takka Wiiya,9122,2.8,0,0,26,54,1
Dec-15,1247,Takka Wiiya,9122,5.1,2.2,14,22,52,-3
Jan-16,1247,Takka Wiiya,9122,7.8,5.2,26,24,47,6
Feb-16,1247,Takka Wiiya,9122,11.4,8.8,42,30,56,0
Mar-16,1247,Takka Wiiya,9122,12.7,10.2,34,32,52,15
Apr-16,1247,Takka Wiiya,9122,15.4,12.3,35,37,59,22
May-16,1247,Takka Wiiya,9122,20.5,8.1,29,41,65,26
Jun-16,1247,Takka Wiiya,9122,22.8,0,0,57,76,39
Jul-16,1247,Takka Wiiya,9122,24.6,0,0,61,80,35
Aug-16,1247,Takka Wiiya,9122,25,0,0,59,76,44
Sep-16,1247,Takka Wiiya,9122,25.3,0,0,49,70,29
Oct-16,1247,Takka Wiiya,9122,0,0,0,43,61,24
Nov-16,1247,Takka Wiiya,9122,0.8,0,0,33,60,9
Dec-16,1247,Takka Wiiya,9122,2.4,1.8,10,23,45,-2
Jan-17,1247,Takka Wiiya,9122,5.6,5.3,25,22,47,-4
Feb-17,1247,Takka Wiiya,9122,8.6,8.4,34,28,53,1
Mar-17,1247,Takka Wiiya,9122,12.8,12.8,49,35,59,5
Apr-17,1247,Takka Wiiya,9122,17.2,14.2,48,34,55,13
May-17,1247,Takka Wiiya,9122,20.1,10.5,25,44,67,21
Jun-17,1247,Takka Wiiya,9122,20.9,0,0,56,77,29
Jul-17,1247,Takka Wiiya,9122,21.2,0,0,61,79,44
Aug-17,1247,Takka Wiiya,9122,24.2,0,0,58,74,44
Sep-17,1247,Takka Wiiya,9122,26.2,0,0,47,75,20
Oct-17,1247,Takka Wiiya,9122,0,0,0,40,61,21
Nov-17,1247,Takka Wiiya,9122,0.1,0,0,37,55,11
Dec-17,1247,Takka Wiiya,9122,0.7,0.1,1,29,49,7
Jan-18,1247,Takka Wiiya,9122,1.4,0.9,6,30,51,9
Feb-18,1247,Takka Wiiya,9122,3.1,2.8,15,23,48,-3
Mar-18,1247,Takka Wiiya,9122,5.1,5,25,28,47,3
Dec-01,1013,Temple Fork,7406,5.3,3,17,22,,
Jan-02,1013,Temple Fork,7406,9.8,7.7,,,,
Feb-02,1013,Temple Fork,7406,12.5,10.4,,25,,
Mar-02,1013,Temple Fork,7406,14.1,12.2,46,28,,
Apr-02,1013,Temple Fork,7406,16.3,13.3,41,40,,
May-02,1013,Temple Fork,7406,19.3,5.9,15,48,,
Jun-02,1013,Temple Fork,7406,20.3,0,0,59,,
Jul-02,1013,Temple Fork,7406,20.7,0,0,68,,
Aug-02,1013,Temple Fork,7406,21.9,0,0,63,,
Sep-02,1013,Temple Fork,7406,22,0,0,53,,
Oct-02,1013,Temple Fork,7406,0,0.1,0,39,,
Nov-02,1013,Temple Fork,7406,2.1,1.1,6,30,,
Dec-02,1013,Temple Fork,7406,5.7,4.2,17,27,,
Jan-03,1013,Temple Fork,7406,8.2,6.8,29,32,,
